label,text,spam_categories,target_Bank Scam,target_Gambling Promotion,target_General Spam,target_Phishing,cleaned_text,nb_label
Ham,1/2 20-Jun 21:49: P50 loaded to 09129094503 from XXXXXXXX7428 for 1 year. Ref:BFK1P0ZQ9L. Get MORE with PROMO LOAD in the Smart App!,[],0,0,0,0,jun p loaded xxxxxxxx year refbfkpzql get promo load smart app,Ham
"Bank Scam, Phishing",MA'AM/SIR! BPI iAccess needs validation due to suspicious activity: bit.ly/secure-ph-763971,"['Bank Scam', 'Phishing']",1,0,0,1,maamsir bpi iaccess need validation due suspicious activity urllink,Spam
Spam,May P6140 na natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Maglagay ng P50 upang maclaim sa aming 24/7 CS: mwjt.uk,['General Spam'],0,0,1,0,may p natanggap number valid lamang within hr maglagay p upang maclaim aming c mwjtuk,Spam
Spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,['General Spam'],0,0,1,0,married local woman looking discreet action real match instantly phone text match msg cost p stop txt stop bcmsfwcnxx,Spam
Ham,05/02 19:18: P50.00 loaded to 09129094503 from 09478580716 for 1 year. Ref:9B55LUMM8R. Use GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp,[],0,0,0,0,p loaded year refblummr use gigalife app best promos deal smrtphgigalifeapp,Ham
Ham,You have paid P39.00 of GCash to 7 Eleven on 04-16-23 11:09:24 PM. Ref. No. 095362032.,[],0,0,0,0,paid p gcash eleven pm ref,Ham
Ham,"Hi Mr/Ms <NAME>, RDCN 30961 can be claimed at any RDPawnshop, Penbank, Villarica & TrueMoney branches. Please present valid ID. Thank you!",[],0,0,0,0,hi mrms name rdcn claimed rdpawnshop penbank villarica truemoney branch please present valid id thank,Ham
Phishing,Looking for side hustle? Watch videos & earn 500-1500. Join: wa.me/639383732977,['Phishing'],0,0,0,1,looking side hustle watch video earn join wame,Spam
"Bank Scam, Phishing","PSBank Alert! Someone tried to access your wallet from Davao. If not you, block: bit.ly/secure-ph-948303","['Bank Scam', 'Phishing']",1,0,0,1,psbank alert someone tried access wallet davao block urllink,Spam
Ham,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,[],0,0,0,0,usually person unconscious thats child adult may behave abnormally ill call,Ham
Gambling Promotion,"Get Today Now, 25th PayDay Blast Free 6,888p Bonus on GoJackpot! Be Ready Too for Friday Bonus 6,888p on Tomorrow! New Player, Free 777p + 177p at GoJackpot1.tv",['Gambling Promotion'],0,1,0,0,get today th payday blast free p bonus gojackpot ready friday bonus p tomorrow new player free p p gojackpottv,Spam
"Bank Scam, Phishing","BDO Alert! Someone tried to access your wallet from Davao. If not you, block: bit.ly/secure-ph-859246","['Bank Scam', 'Phishing']",1,0,0,1,bdo alert someone tried access wallet davao block urllink,Spam
Ham,Your essential emergency data promo is on the GlobeOne app! Download it now via glbe.co/GlobeOne and look for MBSOS to borrow 40MB data valid for 1 day. No data charges will apply when using the app. You can also text MBSOS to 3733. P6 will be collected on your next load purchase.,[],0,0,0,0,essential emergency data promo globeone app download via glbecoglobeone look mbsos borrow mb data valid day data charge apply using app also text mbsos p collected next load purchase,Ham
Ham,G-216092 is your Google verification code.,[],0,0,0,0,g google verification code,Ham
"Gambling Promotion, Phishing",Ur the lucky winner of Galaxy S24 from Smart GigaLife. Valid for 24hrs. Pls call 09296752829.,"['Gambling Promotion', 'Phishing']",0,1,0,1,ur lucky winner galaxy smart gigalife valid hr pls call,Spam
Ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,[],0,0,0,0,hello handsome finding job lazy working towards getting back net mummy wheres boytoy miss,Ham
"Gambling Promotion, Phishing","<REAL NAME>, Let's WINE UP! Deposit daily and WIN BIG PRIZES up to PHP8,888 only here at JACKPOTCITY! Click and Register now @ jackpotcityfree.com","['Gambling Promotion', 'Phishing']",0,1,0,1,real name let wine deposit daily win big prize php jackpotcity click register jackpotcityfreecom,Spam
Ham,"Hi! Congratulations, Account Secure ka na! You just registered your phone Realme RMX3191 with your GCash # 09564481056. If this is not you, go to the GCash Help Center and chat with Gigi.",[],0,0,0,0,hi congratulation account secure ka registered phone realme rmx gcash go gcash help center chat gigi,Ham
Ham,Waiting for your call.,[],0,0,0,0,waiting call,Ham
Ham,"Your One-time PIN is 130335. Please enter this code within 5 minutes. In case you didn't request for an OTP, simply ignore this message. Have a wonderful day!",[],0,0,0,0,onetime pin please enter code within minute case didnt request otp simply ignore message wonderful day,Ham
Ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,[],0,0,0,0,know need get hotel got invitation apologise cali sweet come english bloke weddin,Ham
Ham,"Upgrade your summer wardrobe with Go+99! Register to Go+99 via GCash or GlobeOne, and get a FREE Lazada voucher on top of 16GB total data and unli allnet texts, valid for 7 days. Use your voucher code to enjoy a 15% discount during the Bonggang BDAY Sale from March 24 (8 PM) to March 27, 2024! Minimum spend of P99 required. No advisories? Text OFF to 2686 for free.",[],0,0,0,0,upgrade summer wardrobe go register go via gcash globeone get free lazada voucher top gb total data unli allnet text valid day use voucher code enjoy discount bonggang bday sale march pm march minimum spend p required advisory text free,Ham
"Gambling Promotion, Phishing",BOSS! JILI777 na pinaka-trusted. Malambot slots today. Pasok: bit.ly/ph-32210,"['Gambling Promotion', 'Phishing']",0,1,0,1,bos jili pinakatrusted malambot slot today pasok urllink,Spam
Ham,Tuloy ang Saya! May 2 GB SHAREABLE DATA FOR ALL SITES ka na for 3 days with ALL DATA 50.,[],0,0,0,0,tuloy saya may gb shareable data site ka day data,Ham
Phishing,Promo alert! Libreng shipping voucher para sayo. Show this SMS.,['Phishing'],0,0,0,1,promo alert libreng shipping voucher sayo show sm,Spam
Gambling Promotion,"Hello! The bonus is as high as 1999, enjoy the game and enter risu.io/7BTCu",['Gambling Promotion'],0,1,0,0,hello bonus high enjoy game enter risuiobtcu,Spam
Spam,Your daily horoscope: Be honest with your partner. Text YES to 8888.,['General Spam'],0,0,1,0,daily horoscope honest partner text yes,Spam
Ham,"We're spreading the cheer with DOUBLE Bonus Rewards points just for you! Join the All-New Rewards and enjoy amazing perks when you buy your favorite promos in GlobeOne. Joining is as easy as 1-2-3: 1. Open the GlobeOne app, tap REDEEM REWARDS, and click JOIN for FREE. 2. Buy Super Exclusive Go+59, Go+99, Go+149, Go59 for Students, GoEXTRA59, GoEXTRA99, GoEXTRA199, or SuperGoEXTRA149. 3. Redeem our flash deal offers from Dec. 6-12 and make your Christmas extra rewarding! ",[],0,0,0,0,spreading cheer double bonus reward point join allnew reward enjoy amazing perk buy favorite promos globeone joining easy open globeone app tap redeem reward click join free buy super exclusive go go go go student goextra goextra goextra supergoextra redeem flash deal offer dec make christmas extra rewarding,Ham
Phishing,Apple ID: Someone logged in from Unknown Location. Secure account: bit.ly/secure-ph-874703,['Phishing'],0,0,0,1,apple id someone logged unknown location secure account urllink,Spam
"Bank Scam, Gambling Promotion, Phishing",BOSS! 188BET na pinaka-trusted. Fast cashout via Gcash/Maya. Sali na: bdo-secure-login.xyz,"['Bank Scam', 'Gambling Promotion', 'Phishing']",1,1,0,1,bos bet pinakatrusted fast cashout via gcashmaya sali bdosecureloginxyz,Spam
Ham,"Not really dude, have no friends i'm afraid :(",[],0,0,0,0,really dude friend im afraid,Ham
Gambling Promotion,Makakuha ng 200% bonus sa araw-araw na deposito  g1b68jh.bid,['Gambling Promotion'],0,1,0,0,makakuha bonus arawaraw deposito gbjhbid,Spam
Ham,You have received P514.80 GCash from 7eleven Kiosk w/ MSG - 2225-9053-4616. Your new balance is P692.02 09-16-22 7:04AM. Ref no. 0005927468450.,[],0,0,0,0,received p gcash eleven kiosk w msg new balance p ref,Ham
Phishing,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,['Phishing'],0,0,0,1,urgent trying contact u today draw show prize guaranteed call land line claim validhrs,Spam
Gambling Promotion,Maglaro sa pinakamalaking platform at makuha ang 298P na bonus. 100% dagdag await sa first deposit! Alamin paano: bonus.fm/3XvFgccQFDo8R,['Gambling Promotion'],0,1,0,0,maglaro pinakamalaking platform makuha p bonus dagdag await first deposit alamin bonusfmxvfgccqfdor,Spam
Ham,"Your Go+149 now comes with FREE 8GB all access data! For only P149, get a total of 20GB data + 8GB for 5G + 8GB for apps + unli allnet calls & texts, valid for 7 days. Register via GCash or the GlobeOne App—go to Buy Load and check JUST FOR YOU. Promo valid until 08/07/2025. REF#FGGTF31 ",[],0,0,0,0,go come free gb access data p get total gb data gb g gb apps unli allnet call text valid day register via gcash globeone appgo buy load check promo valid reffggtf,Ham
Ham,"Hi Mr/Ms <NAME>, RDCN 63285 can be claimed at any RDPawnshop, Penbank, Villarica & TrueMoney branches. Please present valid ID. Thank you!",[],0,0,0,0,hi mrms name rdcn claimed rdpawnshop penbank villarica truemoney branch please present valid id thank,Ham
"Bank Scam, Gambling Promotion, Phishing",New member bonus from 747LIVE! Deposit 100 get 300. Mabilis payout via Gcash: bit.ly/secure-ph-739565,"['Bank Scam', 'Gambling Promotion', 'Phishing']",1,1,0,1,new member bonus live deposit get mabilis payout via gcash urllink,Spam
Gambling Promotion,"GJPrize.de! Sunday is your chance to win big! Spin the Daily Lucky Wheel for a Samsung Galaxy S23+ 5G (P42,999 value). Newbies get 200% bonus + P3000.",['Gambling Promotion'],0,1,0,0,gjprizede sunday chance win big spin daily lucky wheel samsung galaxy g p value newbie get bonus p,Spam
Ham,Its a part of checking IQ,[],0,0,0,0,part checking iq,Ham
Ham,"224542 is your authentication code. For your protection, do not share this code with anyone. yyAfcYn/qSW",[],0,0,0,0,authentication code protection share code anyone yyafcynqsw,Ham
"Bank Scam, Phishing",MA'AM/SIR! AUB iAccess needs validation due to suspicious activity: bit.ly/secure-ph-255670,"['Bank Scam', 'Phishing']",1,0,0,1,maamsir aub iaccess need validation due suspicious activity urllink,Spam
"Bank Scam, Phishing",PSBank: Ur account is restricted. Pls verify identity now d2: bit.ly/secure-ph-898886,"['Bank Scam', 'Phishing']",1,0,0,1,psbank ur account restricted pls verify identity urllink,Spam
Ham,"Like, share, and comment on your favorite social media posts with 100MB data valid for 1 day! Keep the trends going when you redeem SURF100MB via the GlobeOne app now. You have 2.00 points as of Jan. 30, 2024.",[],0,0,0,0,like share comment favorite social medium post mb data valid day keep trend going redeem surfmb via globeone app point jan,Ham
Phishing,Globe/Smart: Redeem your unclaimed Honda Click 125i now. Click to claim: bit.ly/secure-ph-523342,['Phishing'],0,0,0,1,globesmart redeem unclaimed honda click click claim urllink,Spam
Ham,Pahiram ako tsinelas sis,[],0,0,0,0,pahiram ako tsinelas si,Ham
Ham,"3/6 Para sa Smart Prepaid, TNT, Smart BRO and Prepaid Home WiFi subscribers, maghanda ng 1 valid ID and pumunta sa smart.com.ph/simreg",[],0,0,0,0,smart prepaid tnt smart bro prepaid home wifi subscriber maghanda valid id pumunta smartcomphsimreg,Ham
Ham,Does not operate after  &lt;#&gt;  or what,[],0,0,0,0,operate ltgt,Ham
Phishing,You have been selected! Sagutan ito at may chance kang manalo ng bagong phone. Survey link inside.,['Phishing'],0,0,0,1,selected sagutan may chance kang manalo bagong phone survey link inside,Spam
Phishing,Netflix PH: Your membership is on hold. Update payment to continue: bit.ly/secure-ph-478656,['Phishing'],0,0,0,1,netflix ph membership hold update payment continue urllink,Spam
Phishing,Globe/Smart: Redeem your unclaimed Honda Click 125i now. Click to claim: bit.ly/secure-ph-100458,['Phishing'],0,0,0,1,globesmart redeem unclaimed honda click click claim urllink,Spam
Ham,"Your One-Time Password (OTP) is 352561, please enter within 5 minutes. Call BDO Customer Contact Center if you did not login to your account. Ref.No.532262",[],0,0,0,0,onetime password otp please enter within minute call bdo customer contact center login account refno,Ham
"Bank Scam, Phishing",G-CASH: Earn P50 for every friend you refer. Start today: bit.ly/gc-referral-link,"['Bank Scam', 'Phishing']",1,0,0,1,gcash earn p every friend refer start today urllink,Spam
Ham,22Mar 05:35: P20 ay nacredit na sa iyong account. P20 + P8 ay mababawas sa susunod na reload. LOAN ID: 22223058867 Ref:<181059431217>,[],0,0,0,0,mar p nacredit iyong account p p mababawas susunod reload loan id ref,Ham
Ham,Naka uniform ba tayo o civilian,[],0,0,0,0,naka uniform civilian,Ham
Ham,"Hi! We wish to inform you that we'll be conducting an important network maintenance activity in your area on January 11, 2025, between 12:00 PM-03:40 PM. During the activity, our call, text and browsing services may be temporarily unavailable for up to 100 minutes. We're sorry for the inconvenience. Rest assured that we'll try to finish the activity on time and restore our services as soon as possible. Thank you for your understanding.",[],0,0,0,0,hi wish inform well conducting important network maintenance activity area january pm pm activity call text browsing service may temporarily unavailable minute sorry inconvenience rest assured well try finish activity time restore service soon possible thank understanding,Ham
Phishing,"From:OFFICE OF(Wowowin) Ur sim#had Won. Php550,000.00 Sponsored by:WILLIE REVILLAME txt Your full! Name: Add: Age: I'm Atty.max L. Salvador DTI#362s'2020.",['Phishing'],0,0,0,1,fromoffice ofwowowin ur simhad php sponsored bywillie revillame txt full name add age im attymax l salvador dtis,Spam
Ham,Morning only i can ok.,[],0,0,0,0,morning ok,Ham
"Gambling Promotion, Phishing",bet.cassenatrundling.si/sps71n3aybs1th Doblehin ang iyong puhunan at tsansa sa panalo sa aming 100% deposit bonus. Maglaro na!,"['Gambling Promotion', 'Phishing']",0,1,0,1,betcassenatrundlingsispsnaybsth doblehin iyong puhunan tsansa panalo aming deposit bonus maglaro,Spam
Spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",['General Spam'],0,0,1,0,ever notice youre driving anyone going slower idiot everyone driving faster maniac,Spam
Spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,['General Spam'],0,0,1,0,dont b floppy b snappy happy gay chat service photo upload call pmin stop text call,Spam
"Bank Scam, Phishing",Verify your EastWest mobile number to avoid account deletion. Update here: bit.ly/secure-ph-350985,"['Bank Scam', 'Phishing']",1,0,0,1,verify eastwest mobile number avoid account deletion update urllink,Spam
